facility_id_1,facility_id_2,zipcode,distance_miles
572473,897615,11231,0.03095855066005121
299224,483244,11434,0.020675991221915605
831942,895688,10459,0.0
781006,853263,10467,0.05825924784314171
733979,797998,10458,0.0303975588192002
733979,734953,10458,0.009486093821749884
733979,738245,10458,0.05156106465204558
733979,823943,10458,0.05361157425324316
502802,589881,10303,0.0
851065,880281,10468,0.019158754976269524
851065,866711,10468,0.051289327790427525
851065,905913,10468,0.03826551534980033
879275,886285,10458,0.05521518981843732
760150,896677,10468,0.05835008912873879
760150,893582,10468,0.045002831019160805
709908,794134,10039,0.029692084668544286
803112,851237,10455,0.04941428046710914
803112,906136,10455,0.03151467114219546
803112,891499,10455,0.04941428046710914
803112,883090,10455,0.04941428046710914
480751,821149,10468,0.031642598142988525
480751,816454,10468,0.045952006526366995
480751,52794,10468,0.045711457079659054
709890,73917,10035,0.0
853367,915061,10027,0.031369025893325936
685391,886886,11413,0.03483752845577858
309271,371061,11433,0.05078639130659225
546658,866711,10468,0.038935175607913035
709626,907962,11367,0.0
244132,73350,11226,0.0505999257531459
263816,884578,10472,0.05928619256748553
263816,913025,10472,0.05928619256748553
867729,876491,10453,0.03194119478891563
867729,872320,10453,0.045840502226454624
867729,905549,10453,0.058591333136308106
867729,918367,10453,0.03695413579596065
867729,910252,10453,0.045475956846444204
805493,912888,10456,0.023079006775335278
372595,445362,10456,0.0
372595,824512,10456,0.04369627755298076
372595,780922,10456,0.0421736995603539
372595,656912,10456,0.05701021318470369
372595,559257,10456,0.04369627755298076
372595,912939,10456,0.052585387501050435
881319,904027,10458,0.02182014821253007
583364,640701,10468,0.00392443687645537
583364,870259,10468,0.0444695776180758
583364,71831,10468,0.01190212194206801
834557,905668,10459,0.0235437747206993
782269,891623,10468,0.03200366661007932
842344,880615,11105,0.0
631492,825780,11369,0.015186327571552442
64935,872251,10029,0.02052331770409241
